N,P,K,temperature,humidity,ph,rainfall,label
111.19,52.45,39.84,18.8518,65.547,6.0877,67.7313,wheat
125.57,48.63,34.71,18.0383,64.9723,6.3739,44.1413,wheat
105.21,63.61,39.02,16.717,73.4509,6.72,58.4037,wheat
97.72,55.17,35.53,18.9757,72.4854,6.1278,65.0111,wheat
81.84,24.74,20.93,22.9829,59.2325,5.514,74.6381,maize
106.93,33.12,22.13,23.1395,59.9662,5.4399,84.6256,maize
83.5,36.69,21.11,22.391,79.3487,5.574,85.2162,maize
69.96,55.1,26.39,21.8023,65.0048,6.0558,90.6716,maize
79.05,44.45,15.24,22.872,70.4749,5.6875,68.5977,maize
62.24,29.32,16.62,16.9355,59.4637,6.1798,92.1108,maize
79.19,43.89,16.14,23.3641,59.541,6.0121,52.5473,maize
71.67,27.62,24.15,22.2524,72.5739,5.311,77.4414,maize
89.15,48.66,24.5,21.5551,55.553,6.2292,79.1407,maize
74.5,36.23,22.26,26.0937,62.0935,6.2838,92.5999,maize
78.83,39.25,25.92,20.6501,65.2382,5.6521,85.2716,maize
73.64,50.61,14.11,21.1938,65.7796,6.1471,68.1332,maize
97.39,29.7,28.34,25.9831,63.7463,5.7002,73.1801,maize
76.79,28.82,27.62,20.3359,67.7707,6.0342,87.3842,maize
98.33,35.33,23.68,20.8998,69.85,5.5574,84.0512,maize
88.14,48.31,28.91,21.7059,70.1425,5.3724,78.0505,maize
84.82,27.85,11.72,23.6815,58.0994,5.866,79.23,maize
83.69,17.34,17.38,22.4156,63.0109,5.9567,93.354,maize
83.94,36.39,16.32,19.4147,73.3633,5.8608,78.7877,maize
60.72,44.41,23.61,20.9357,71.2625,5.5856,83.9429,maize
77.21,49.6,14.75,20.7853,55.39,5.86,111.0392,maize
88.45,36.29,23.79,21.8456,67.4604,6.0943,67.9158,maize
79.51,36.71,26.85,22.8517,51.1524,5.9843,62.7779,maize
65.95,49.23,23.48,22.8364,65.3285,6.0639,94.4031,maize
79.48,25.04,21.42,18.448,78.2844,5.7655,76.8563,maize
97.04,36.89,15.06,24.1279,58.3648,6.4101,81.1811,maize
92.47,41.52,15.77,22.5051,59.1597,5.5883,75.6261,maize
79.38,43.59,26.25,24.7691,70.3482,6.1706,81.8824,maize
89.51,35.92,23.9,22.8884,54.2004,6.4137,104.1825,maize
76.33,40.28,19.8,24.2026,60.5707,6.1683,94.6255,maize
62.96,20.09,17.91,22.9331,69.1751,5.9291,95.3467,maize
70.76,34.73,9.87,24.6925,60.56,5.8151,68.0053,maize
95.63,43.63,14.65,23.0445,63.3482,6.3626,71.1862,maize
77.26,32.14,29.56,21.8042,70.2093,5.502,50.9311,maize
77.57,40.47,13.6,26.5449,67.9508,5.6605,75.2874,maize
77.0,43.57,20.95,23.7781,66.8677,5.8609,96.4804,maize
99.04,37.26,25.04,23.1475,62.6261,6.4332,91.2034,maize
96.26,41.36,13.73,19.4474,67.5904,6.1329,82.3418,maize
102.19,32.3,20.92,19.4234,64.1339,5.6612,84.7324,maize
78.41,38.35,24.69,22.5854,68.2046,5.8914,76.7334,maize
82.96,44.88,20.06,22.291,61.5215,5.785,87.4571,maize
64.83,41.26,34.34,20.7718,63.722,5.7516,94.1905,maize
94.77,35.31,11.66,22.282,58.0703,6.3426,65.6094,maize
68.32,41.79,25.29,25.1773,64.7549,5.5199,88.5958,maize
82.17,45.72,19.14,23.3908,59.323,6.5631,96.1892,maize
69.03,23.6,23.86,19.718,57.2017,6.2899,80.0188,maize
74.11,49.27,22.21,21.777,66.8106,6.3818,93.4084,maize
71.63,37.31,16.33,20.3901,66.4892,5.838,118.7759,maize
73.92,43.4,21.14,21.2246,70.4801,5.9475,83.7479,maize
74.61,49.58,10.71,21.1728,61.9821,5.4984,89.7197,maize
74.52,29.03,23.02,21.0447,67.8564,5.8164,76.1433,maize
88.33,34.32,21.49,19.4897,68.8556,6.1728,87.175,maize
68.95,37.69,23.19,21.7447,68.1134,6.4536,90.5233,maize
82.21,33.73,25.29,20.8788,59.2204,5.6125,87.3381,maize
92.18,53.88,21.84,16.1411,66.0455,5.8721,72.7637,maize
74.87,33.15,20.74,26.1059,67.549,5.947,87.4763,maize
72.82,35.56,15.59,24.1775,65.0502,5.5115,102.5464,maize
77.69,41.64,16.44,21.2474,50.3947,6.207,90.3836,maize
91.8,30.38,25.93,22.0376,66.1234,5.7466,96.5438,maize
81.94,36.83,27.18,19.6567,80.4877,5.9316,82.1559,maize
74.69,42.54,18.81,25.3914,62.4797,5.8418,93.9988,maize
84.84,37.34,20.23,25.7946,59.9035,5.7237,88.3512,maize
68.98,39.25,15.48,22.3134,67.6134,5.9975,73.5891,maize
86.81,35.77,25.86,24.0471,67.1866,5.9245,88.8223,maize
84.09,27.88,23.33,22.3506,73.3491,5.8698,73.0996,maize
76.92,42.57,29.71,19.3265,56.1949,5.745,77.4054,maize
71.61,54.04,15.61,21.1764,70.1197,6.1118,87.2719,maize
71.13,40.15,18.11,22.2639,69.133,6.5788,88.5669,maize
85.35,41.8,21.16,21.0909,64.005,6.049,70.7292,maize
92.29,45.54,23.23,21.5627,67.3708,6.3486,97.6478,maize
73.63,29.85,18.92,21.8172,72.2062,5.5134,91.8641,maize
84.58,53.62,15.64,21.8382,71.1062,6.0552,76.5433,maize
59.13,41.62,24.41,22.1045,56.9989,5.6159,66.549,maize
74.15,53.05,23.61,19.8788,70.7411,5.4831,83.2611,maize
79.69,34.14,15.42,20.566,64.5472,5.7412,79.6487,maize
70.9,54.54,26.78,19.4308,65.5101,6.4172,86.3577,maize
70.63,46.2,25.85,23.9556,65.5124,6.3325,80.6426,maize
73.32,44.42,20.67,17.7887,63.9483,6.0851,60.9105,maize
82.92,41.87,20.4,24.3072,73.342,5.4636,80.3398,maize
78.13,38.01,22.77,24.7727,64.414,5.9313,81.3326,maize
57.62,49.6,15.69,21.3956,57.1632,6.1056,92.6039,maize
58.79,41.12,20.15,16.7937,62.2453,6.0614,76.6216,maize
73.93,24.26,9.24,21.2774,66.2509,5.3547,105.1441,maize
84.58,31.06,24.38,21.8716,73.6045,5.6884,62.0603,maize
52.52,38.51,12.19,19.9788,69.2217,5.9776,100.734,maize
75.0,42.48,27.52,20.9696,59.0463,6.1877,82.3082,maize
74.74,39.55,18.35,25.0604,82.3963,5.2314,95.315,maize
93.88,49.75,18.94,23.3299,66.8534,5.9433,85.9576,maize
76.15,24.39,16.86,20.1509,73.9277,6.0501,98.6747,maize
83.83,41.15,18.56,18.8048,63.938,6.2974,80.3517,maize
81.41,25.46,27.09,21.346,68.7335,6.2425,71.8166,maize
58.69,46.08,7.56,21.5731,70.8763,6.2039,102.0461,maize
87.68,39.24,26.38,22.9924,73.5274,5.72,83.6382,maize
82.15,43.36,21.69,20.9294,72.4016,5.3322,87.6587,maize
85.08,33.09,13.96,23.023,71.1054,5.8624,99.817,maize
119.26,50.24,14.62,25.8703,62.7944,6.3506,72.6165,maize
59.16,48.33,28.38,23.631,60.9978,6.4877,92.1459,maize
97.25,44.67,15.27,21.9038,67.3283,6.2487,77.9213,maize
77.13,38.96,14.23,21.6337,71.5319,6.1503,83.414,maize
82.87,44.64,25.69,21.2867,63.441,6.1329,85.8673,maize
79.54,34.34,21.69,24.3613,72.4562,5.8054,66.9973,maize
75.76,46.84,15.31,20.7454,75.1683,5.9545,75.654,maize
74.3,53.2,21.08,22.0904,58.5858,6.5842,101.2129,maize
83.3,48.56,14.87,22.1024,59.1416,5.6701,95.6343,maize
64.83,34.16,25.5,20.9964,64.0174,6.5652,84.2483,maize
87.51,42.89,25.31,19.2551,67.1533,5.8873,87.9175,maize
75.84,29.65,22.66,22.6459,61.328,6.4639,81.4691,maize
68.7,44.58,21.81,21.878,74.4654,5.5076,101.279,maize
75.5,43.6,28.81,23.0005,67.9685,6.2051,82.5958,maize
92.57,25.04,20.0,20.9328,65.2761,5.7421,87.7821,maize
74.65,30.71,14.09,24.4416,54.9486,5.5047,98.7524,maize
83.58,37.73,22.25,20.2465,55.7893,6.0765,75.6715,maize
72.69,37.59,30.43,25.4241,66.9671,6.3533,103.7055,maize
87.58,30.32,14.93,18.5047,50.0718,5.7043,66.6345,maize
86.86,43.11,18.19,22.8695,72.0885,5.4753,104.5557,maize
98.49,42.01,22.08,22.9509,63.8929,5.9679,80.5279,maize
78.24,38.45,19.73,20.4089,87.7017,5.9694,82.0876,maize
86.69,33.95,15.09,22.8488,81.1554,6.1919,62.3199,maize
80.98,48.39,25.61,24.559,63.7299,6.3324,79.5425,maize
92.96,53.24,31.6,17.5664,64.2556,5.9792,72.5223,maize
72.81,36.13,20.98,23.0055,71.9691,6.6494,77.7082,maize
87.45,35.1,15.48,17.0135,76.9222,6.0785,83.3523,maize
78.05,43.93,12.26,20.0687,53.5338,5.8788,96.4935,maize
79.36,37.14,21.29,25.2583,52.4954,5.436,87.4912,maize
80.92,38.88,25.52,20.8364,60.6458,5.9081,88.6921,maize
82.52,45.92,22.38,19.6522,69.0792,5.8823,71.8538,maize
78.84,24.73,19.99,21.6041,68.4781,6.3361,74.431,maize
82.15,50.55,17.05,26.1358,72.4884,6.1619,106.5847,maize
95.78,40.58,14.54,18.3366,56.6021,5.5872,76.1776,maize
89.85,36.71,24.17,19.8974,48.787,6.0603,104.8745,maize
88.69,39.29,24.57,24.9949,71.0061,6.235,82.0833,maize
75.44,39.7,12.27,25.7154,59.2026,6.5348,85.0275,maize
71.11,26.15,27.95,21.7931,50.8706,6.3106,97.8444,maize
89.55,51.96,22.87,19.5219,66.0154,6.2663,100.2627,maize
88.76,40.33,27.0,26.1917,70.5522,6.021,83.6702,maize
94.73,43.54,13.29,25.1889,64.1456,6.1359,80.3411,maize
73.96,47.61,13.17,23.3579,61.7951,6.4373,84.329,maize
77.7,31.83,19.26,20.3752,63.8845,5.5335,89.0555,maize
63.61,43.79,22.51,21.9019,62.4059,5.8777,95.6956,maize
76.08,37.86,28.98,21.6793,55.5637,5.7296,85.0508,maize
89.97,46.77,23.53,22.6617,59.9972,6.1327,92.4266,maize
75.34,22.98,18.79,24.902,68.649,6.4306,104.6603,maize
86.4,39.21,14.87,23.7588,67.2517,5.7911,89.5757,maize
78.09,35.18,26.15,19.8452,66.1764,5.1634,88.7398,maize
83.24,43.46,15.18,24.753,58.034,5.8557,66.7731,maize
68.52,43.76,28.14,22.6263,63.7295,6.3197,53.4312,maize
80.85,34.34,18.58,23.3741,49.7605,6.1882,89.6605,maize
50.09,34.3,27.95,24.9331,66.2493,6.1499,83.8621,maize
78.13,39.11,23.39,19.7768,75.002,5.902,78.8226,maize
63.7,32.83,19.32,21.9283,54.6811,5.5523,87.9224,maize
92.06,46.74,17.4,20.9371,60.8985,6.1804,84.2752,maize
87.77,37.05,18.3,18.8643,67.3037,5.708,98.5334,maize
84.67,16.74,22.14,22.6934,73.7699,6.7644,86.0333,maize
95.21,37.0,20.39,27.0231,61.8624,6.1997,76.0369,maize
70.51,31.69,17.03,18.3198,60.1542,5.7968,96.882,maize
97.47,26.95,19.17,21.9354,51.2175,5.786,82.3944,maize
89.32,30.1,20.39,23.2811,65.7241,5.9675,91.3184,maize
77.63,40.88,9.36,22.2462,79.2945,5.9162,79.2711,maize
91.36,50.63,22.29,21.7737,66.9415,6.3909,77.2021,maize
68.94,42.51,15.1,19.4016,64.844,6.0652,86.01,maize
71.75,35.15,14.23,22.4656,67.2546,5.7439,85.1539,maize
73.91,43.65,11.56,20.4865,64.9224,6.6617,90.7579,maize
74.71,36.33,11.03,17.6202,59.3089,6.0173,81.7763,maize
69.43,34.44,13.22,24.3892,70.763,6.2691,62.9637,maize
92.23,30.77,16.45,23.9168,66.5803,5.7871,79.8067,maize
77.41,25.99,29.77,22.1033,65.1233,6.1271,94.5258,maize
83.53,36.88,17.37,22.4581,58.1724,6.1089,81.4315,maize
74.3,41.26,20.89,24.1486,74.1246,5.3386,82.0434,maize
61.79,39.23,22.0,22.4487,69.6529,6.7053,96.8365,maize
82.7,36.67,20.66,23.808,61.1296,6.4517,76.4563,maize
60.88,32.43,19.61,21.405,72.0128,5.861,66.4864,maize
79.31,44.87,14.02,24.624,61.517,5.6142,83.0724,maize
66.32,29.46,27.25,22.6416,59.526,6.1216,79.1899,maize
99.87,46.21,29.04,22.3881,59.6821,6.0303,73.405,maize
89.11,31.98,11.59,19.4599,52.6025,6.1245,82.8955,maize
81.06,33.98,14.88,22.5739,68.3008,6.0671,90.8981,maize
92.64,28.27,18.6,20.3361,52.182,6.1772,84.8885,maize
71.54,35.99,15.18,20.7234,56.4009,6.5066,88.6838,maize
85.43,47.8,22.53,20.3692,50.4709,6.1988,106.7609,maize
82.0,44.13,16.36,19.8675,64.3975,5.6326,80.8855,maize
82.64,47.83,30.83,26.2495,63.9478,6.4769,88.3402,maize
92.72,44.18,25.95,24.6627,62.7131,6.5742,78.8894,maize
87.32,31.17,21.06,25.8407,57.702,7.1032,74.8437,maize
82.89,37.35,25.13,19.5542,56.7944,5.6068,77.9811,maize
63.45,33.76,25.53,22.1425,68.2506,6.085,79.2549,maize
70.4,50.64,17.18,19.413,61.1461,5.2713,89.3137,maize
78.77,30.43,15.92,20.6086,67.2145,6.1936,113.1889,maize
80.93,47.15,20.39,20.1637,58.8033,5.8081,76.4075,maize
68.7,47.14,24.31,24.4792,66.2674,6.6732,80.0005,maize
104.12,54.64,20.7,21.2075,74.1229,5.7289,84.2425,maize
95.16,36.72,12.12,24.1368,69.1032,5.4088,89.7496,maize
86.02,45.7,15.99,23.2082,62.1131,5.8351,88.1626,maize
80.72,58.25,19.63,26.6073,66.8004,5.3086,100.4091,maize
77.88,35.06,19.62,19.0411,63.3153,6.2629,55.8833,maize
70.48,27.72,29.86,24.5185,65.0552,5.2772,56.3568,maize
80.77,24.96,13.07,24.2929,62.7207,6.01,79.0495,maize
82.58,45.7,22.53,20.0532,63.8497,5.2728,98.1676,maize
67.58,24.93,27.45,24.0143,66.4847,5.8879,66.2122,maize
83.34,37.02,31.36,22.6723,58.0465,6.5752,48.9084,maize
78.45,43.5,17.98,21.545,57.8888,6.1262,91.8542,maize
104.44,39.41,48.49,28.7605,84.8812,6.4173,143.8692,sugarcane
91.1,43.5,56.56,27.9139,84.7329,6.3725,161.2589,sugarcane
92.14,29.85,61.45,25.9068,78.0218,6.5374,181.756,sugarcane
92.3,38.44,59.18,26.9381,85.3495,6.6927,172.0041,sugarcane
103.11,35.12,42.36,27.6059,90.6641,7.0954,151.2661,sugarcane
95.74,41.93,48.22,25.6062,80.6288,6.7068,170.138,sugarcane
106.94,35.19,47.58,26.8915,92.2424,6.79,136.3062,sugarcane
73.45,33.31,53.42,28.9785,89.4389,6.3735,195.3059,sugarcane
93.43,39.79,54.8,30.141,83.3288,6.2435,165.4838,sugarcane
90.74,42.13,44.13,27.3708,86.2924,6.5156,194.6081,sugarcane
99.44,31.32,50.47,29.1347,94.9916,6.5268,158.4163,sugarcane
96.62,35.57,35.86,25.1289,90.6677,6.2304,158.4813,sugarcane
109.98,28.59,60.09,28.9892,87.0439,6.4562,153.1879,sugarcane
83.41,18.51,46.41,26.7941,85.8116,6.5998,189.2758,sugarcane
102.45,37.4,50.39,28.461,87.383,6.5901,154.3925,sugarcane
107.58,40.26,47.83,27.6284,84.4412,6.6261,184.1811,sugarcane
120.57,37.83,58.02,29.9806,76.4763,6.5727,161.586,sugarcane
97.18,22.35,30.14,26.6883,97.2109,6.3732,126.5288,sugarcane
105.24,33.54,49.88,28.9414,87.7766,6.3715,157.4531,sugarcane
83.96,20.47,49.26,27.5807,88.9907,6.2003,144.0596,sugarcane
78.08,45.59,46.82,27.7625,86.7105,6.9462,170.7459,sugarcane
110.45,28.4,62.08,27.7242,83.3244,6.5034,143.811,sugarcane
101.94,44.79,43.79,26.7315,86.0704,6.4438,190.3715,sugarcane
113.79,42.62,55.4,27.9789,79.003,6.2678,167.9963,sugarcane
88.27,29.7,52.49,27.906,98.3854,7.2339,166.0929,sugarcane
107.2,28.07,58.83,28.3619,80.8274,6.2317,184.4296,sugarcane
120.69,38.45,45.33,28.1268,81.8402,6.3928,191.206,sugarcane
106.2,30.09,44.87,29.197,84.7987,6.604,169.5578,sugarcane
104.77,36.72,57.67,29.3853,93.4404,6.6501,153.0336,sugarcane
102.09,32.62,52.98,26.4241,87.0725,6.7395,130.9727,sugarcane
86.29,23.53,39.19,29.3032,80.8193,6.9519,154.9069,sugarcane
115.56,20.39,46.22,26.2205,93.2717,6.6265,156.4213,sugarcane
95.89,37.59,52.7,28.8818,90.655,6.236,172.3553,sugarcane
107.04,32.07,55.86,28.9296,89.6922,6.4358,162.4068,sugarcane
86.37,32.13,45.25,25.133,90.5787,6.577,185.1345,sugarcane
90.21,40.87,29.6,28.1395,98.9718,7.0171,156.5144,sugarcane
116.35,44.21,53.66,27.2973,97.9255,6.1505,168.7451,sugarcane
98.53,34.09,41.46,26.8619,83.5664,6.8006,196.0477,sugarcane
116.53,33.62,35.88,30.0263,95.1194,6.545,177.5202,sugarcane
101.22,39.5,30.17,27.0195,88.9158,6.7095,168.6792,sugarcane
83.58,26.5,55.7,26.7904,89.4955,6.4745,156.7572,sugarcane
110.92,37.56,50.9,28.1135,78.5386,6.2894,156.0689,sugarcane
96.1,39.86,48.42,29.0284,86.1481,6.6877,151.2865,sugarcane
108.99,40.76,59.72,27.7875,82.9359,6.6636,158.0978,sugarcane
102.25,22.44,54.46,29.7496,91.1403,6.743,186.6246,sugarcane
86.57,30.67,61.31,28.7965,92.3554,6.4967,165.1185,sugarcane
103.64,29.85,40.25,24.7327,76.6276,6.35,140.305,sugarcane
123.96,36.7,49.76,27.2058,86.8898,6.1103,208.8997,sugarcane
106.93,39.37,38.68,27.1572,92.6093,6.7048,177.0392,sugarcane
101.42,46.48,48.39,28.719,86.0666,6.606,139.0472,sugarcane
112.75,32.54,48.26,24.0628,90.6453,6.2586,160.2793,sugarcane
104.11,32.52,54.39,31.8235,88.7558,6.3654,172.4395,sugarcane
104.1,44.05,50.32,28.7965,88.7083,6.3833,207.501,sugarcane
91.08,38.08,54.36,28.2233,85.6434,6.1293,145.6215,sugarcane
104.34,44.87,54.92,29.7724,80.9171,6.2956,191.4729,sugarcane
112.35,38.02,65.08,31.5155,81.3923,6.2165,200.7887,sugarcane
93.64,27.9,47.79,29.3061,90.5468,6.3969,156.1696,sugarcane
116.24,26.67,43.41,29.4232,87.0973,6.3153,163.8947,sugarcane
101.08,25.14,51.72,28.196,86.3074,6.0932,147.2012,sugarcane
93.12,40.63,44.38,27.7877,84.8805,7.0056,165.5239,sugarcane
111.98,44.32,60.37,27.2863,85.4741,6.8131,169.195,sugarcane
99.13,48.95,48.02,26.7608,92.2346,6.3052,184.5123,sugarcane
109.6,41.9,46.04,26.9695,85.3238,6.5681,193.984,sugarcane
99.08,44.14,46.7,25.9742,80.2947,6.6044,153.5419,sugarcane
101.4,31.94,55.03,27.8862,90.7183,6.7978,126.7188,sugarcane
106.94,27.91,48.9,25.473,85.9756,6.2953,169.5326,sugarcane
104.91,41.95,45.51,28.2864,87.157,6.773,176.4578,sugarcane
82.04,38.92,61.66,27.9455,95.0379,6.363,175.4872,sugarcane
90.79,36.75,44.01,28.2204,86.8972,6.166,162.8132,sugarcane
111.29,38.71,50.25,27.2168,88.4459,6.681,172.7445,sugarcane
100.68,38.26,54.57,32.6153,81.1054,6.8227,203.3398,sugarcane
96.76,44.99,38.58,30.0402,85.9017,7.147,178.3982,sugarcane
88.41,45.06,53.36,26.1332,90.0476,6.2001,161.7859,sugarcane
91.2,39.81,42.61,28.3493,79.2231,6.6747,158.9956,sugarcane
81.78,41.92,55.76,27.088,88.0042,6.3975,166.2632,sugarcane
100.99,39.6,43.26,26.4783,87.504,6.6958,206.0083,sugarcane
96.02,32.77,54.85,25.9899,87.2064,6.1324,165.9674,sugarcane
92.33,41.3,57.74,28.6483,92.1858,6.1843,169.5645,sugarcane
101.32,26.24,56.03,26.9779,88.6722,6.306,159.3891,sugarcane
105.64,43.38,51.76,29.4517,94.3904,6.5197,194.1776,sugarcane
122.93,27.64,48.38,29.4907,82.0321,6.3397,213.1164,sugarcane
86.88,38.0,45.97,30.0609,87.6796,6.6648,179.9135,sugarcane
113.59,30.08,60.3,26.7214,87.4223,6.7567,171.821,sugarcane
111.73,39.87,45.1,28.713,81.6537,6.6499,170.8092,sugarcane
94.21,35.76,42.74,28.9487,91.7815,6.9047,117.5453,sugarcane
104.03,24.84,54.66,27.2887,98.6234,6.604,186.3933,sugarcane
97.42,38.94,44.43,26.8423,86.915,6.1958,172.9517,sugarcane
103.86,31.95,43.35,30.4143,89.5251,6.8408,179.4235,sugarcane
117.09,42.17,39.89,28.3412,87.4226,6.3487,154.3478,sugarcane
108.06,36.01,46.62,28.954,83.4321,6.7276,161.5419,sugarcane
107.09,38.77,49.42,26.7669,77.8962,6.8934,160.9575,sugarcane
97.7,29.3,51.7,26.1711,83.4711,6.6142,192.4757,sugarcane
87.16,31.87,56.66,27.1458,80.0402,6.126,161.6673,sugarcane
99.92,32.79,53.69,27.814,95.5205,6.2704,215.8185,sugarcane
114.07,42.0,48.66,26.4037,86.4245,6.8307,179.479,sugarcane
86.73,47.74,48.61,27.9852,85.2704,6.4577,141.935,sugarcane
91.45,30.36,53.57,25.4672,91.4458,6.5199,167.172,sugarcane
103.26,43.54,58.91,26.3199,81.3912,6.6897,155.6631,sugarcane
92.15,20.81,50.88,29.0064,83.1657,6.6741,121.7236,sugarcane
94.07,27.64,46.72,28.9057,87.3404,6.5697,205.1884,sugarcane
97.76,29.29,43.05,27.4122,92.1438,6.4478,185.4691,sugarcane
88.34,26.53,39.88,26.4734,89.5084,6.4218,181.7306,sugarcane
92.26,24.91,54.66,26.4589,88.2416,6.7145,173.6389,sugarcane
109.03,38.89,54.05,27.4401,87.3906,6.6384,139.5956,sugarcane
88.93,34.5,54.04,28.9668,89.0012,6.4357,159.3604,sugarcane
86.02,38.66,49.1,29.3924,88.0083,6.7705,188.5192,sugarcane
95.7,40.83,59.85,27.2552,81.8501,6.4677,146.8732,sugarcane
109.32,37.86,46.61,26.2698,87.2304,6.2871,114.3011,sugarcane
100.03,40.6,56.69,28.4018,81.6316,6.3103,165.0037,sugarcane
97.35,35.51,49.73,26.7647,87.4054,6.2553,166.8813,sugarcane
102.44,27.69,45.74,27.2226,84.5968,6.4319,172.9824,sugarcane
84.54,43.4,54.15,29.9879,99.0,6.8084,186.0274,sugarcane
106.95,31.88,52.87,29.2407,86.8005,6.2987,184.0273,sugarcane
105.83,29.45,52.5,28.237,79.9788,6.5471,175.6929,sugarcane
97.91,34.75,50.57,26.0921,86.3291,6.3358,196.3017,sugarcane
112.06,29.61,49.73,28.3171,89.5968,6.4349,136.5827,sugarcane
90.73,33.08,66.72,29.594,95.3668,6.1225,181.1008,sugarcane
113.28,38.41,58.29,27.4365,84.0527,6.4449,183.7838,sugarcane
103.54,38.44,55.06,30.0267,79.0879,6.4516,142.7296,sugarcane
98.63,29.72,50.78,29.9391,91.0842,6.6351,136.9368,sugarcane
101.8,32.59,57.05,30.4956,80.097,6.5558,153.5893,sugarcane
100.93,43.52,53.63,28.4579,84.8192,6.2004,155.4461,sugarcane
114.2,39.47,50.18,28.8811,85.7119,6.771,186.5752,sugarcane
91.23,50.53,47.88,30.1213,86.6518,6.5526,156.4801,sugarcane
94.37,44.26,49.43,28.6711,90.4458,6.5496,151.1603,sugarcane
112.36,44.01,27.81,27.2481,83.5818,6.4977,156.5441,sugarcane
96.04,26.28,51.47,27.3272,85.6314,6.3706,194.6099,sugarcane
111.01,41.35,46.58,28.3578,86.9286,6.5545,170.287,sugarcane
118.99,35.63,61.15,26.0642,87.748,6.6189,166.0565,sugarcane
97.98,32.14,50.14,27.7851,87.4891,6.0633,167.5799,sugarcane
108.81,37.18,41.68,29.6448,89.18,6.3653,198.4253,sugarcane
90.46,42.62,49.65,24.7131,91.2192,6.4363,153.5182,sugarcane
109.55,39.51,42.68,30.3017,88.9632,6.564,198.9412,sugarcane
103.99,29.85,53.31,29.6836,89.2679,6.7983,174.6309,sugarcane
106.73,41.2,52.04,27.3104,79.0889,6.3071,166.4708,sugarcane
95.54,31.54,56.7,28.8151,87.2511,6.3755,225.0198,sugarcane
85.39,37.52,44.46,28.0047,89.3975,6.3719,146.7759,sugarcane
107.03,33.88,50.24,29.845,90.6447,6.2996,162.2189,sugarcane
81.37,34.47,40.44,29.474,83.5382,6.4132,142.8865,sugarcane
98.83,41.36,54.91,25.8999,83.7048,6.6927,190.9542,sugarcane
111.41,28.72,53.63,28.8809,84.1295,6.2365,207.1622,sugarcane
103.92,49.62,53.47,27.6916,89.6821,6.607,206.7383,sugarcane
121.48,23.25,50.01,28.1242,92.1694,6.0745,196.9269,sugarcane
112.25,31.82,52.9,26.9077,84.9627,6.3597,165.6523,sugarcane
95.46,38.59,61.23,30.6222,91.5398,6.4176,161.9647,sugarcane
102.27,40.09,48.0,29.5601,87.6174,6.9187,133.2343,sugarcane
101.53,35.3,50.97,26.8903,86.3786,6.4313,214.7892,sugarcane
86.18,35.6,42.4,25.9981,85.9431,5.9497,180.3175,sugarcane
92.6,38.87,43.92,27.4215,90.7331,6.0003,159.1769,sugarcane
96.39,34.38,50.68,28.6518,88.6279,6.5085,199.2173,sugarcane
81.64,45.75,57.73,28.3603,98.3791,6.6534,148.5992,sugarcane
102.47,41.88,48.21,29.8797,82.7389,6.5939,178.9457,sugarcane
99.51,42.11,48.35,29.1849,89.5905,6.5419,166.2022,sugarcane
85.27,29.24,47.15,29.4544,84.354,6.7906,184.0509,sugarcane
106.04,35.44,46.26,28.4903,82.6536,6.3651,168.6014,sugarcane
109.16,33.9,52.06,25.9161,86.9457,6.7237,138.0796,sugarcane
104.27,28.96,39.52,27.7065,87.6868,6.092,171.6627,sugarcane
98.76,38.52,58.97,29.5901,99.0,6.2738,193.075,sugarcane
107.91,32.24,45.34,27.9227,86.0793,6.0482,169.3572,sugarcane
108.8,40.59,55.05,28.7546,81.3491,6.4313,187.0525,sugarcane
105.07,28.51,41.11,27.5219,88.3651,6.4884,146.9984,sugarcane
93.75,48.03,54.68,26.4553,76.6268,6.5285,169.4223,sugarcane
104.77,29.73,54.7,27.815,86.5402,6.5155,156.2608,sugarcane
113.95,37.54,52.69,28.4636,87.0801,6.2681,186.4336,sugarcane
96.03,41.54,43.04,27.0165,90.973,6.4524,170.6928,sugarcane
122.98,32.01,51.75,27.6464,91.8681,6.1256,185.1816,sugarcane
96.74,41.97,41.72,26.5908,84.4822,6.8408,193.9296,sugarcane
102.32,27.4,48.23,29.6789,86.2469,6.4241,185.2156,sugarcane
95.28,46.16,57.21,27.5583,83.1694,6.3778,176.0086,sugarcane
104.23,36.1,55.58,30.1791,81.3597,6.8972,148.0393,sugarcane
84.58,31.83,50.11,30.2931,88.5495,6.1894,169.9387,sugarcane
96.54,33.91,43.18,27.8784,80.6321,6.2186,158.272,sugarcane
91.08,41.66,54.52,26.4873,84.9269,6.2259,162.4306,sugarcane
103.35,31.91,50.14,24.8712,82.0241,6.483,161.7602,sugarcane
111.94,30.75,33.76,25.7919,89.7484,6.6079,148.4416,sugarcane
108.46,34.45,55.48,25.9392,96.0072,6.6849,126.9386,sugarcane
78.28,27.76,49.83,30.0677,80.4921,7.143,155.3009,sugarcane
122.42,48.74,58.42,28.1737,77.7349,5.9376,174.2543,sugarcane
104.95,32.04,42.33,28.5844,86.3756,6.6522,140.3401,sugarcane
94.24,41.82,27.76,24.6694,87.0785,6.3607,170.345,sugarcane
103.57,37.47,51.95,26.2031,88.0933,6.3534,211.8059,sugarcane
103.76,29.11,52.04,29.3306,84.7684,6.3451,192.5072,sugarcane
95.33,35.96,38.17,28.4302,85.9968,6.2728,206.1579,sugarcane
